lemma	length	difficulty	morphology_tags	plural_only	zipf_frequency	frequency_rank_for_length	source	status	manual_decision
афиша	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.45	600	TRUSTED_V1	TRUSTED	ALLOW
баба	4	EASY	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-oy | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn | NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.10	176	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
бабочка	7	EXPERT	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-oy | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn | NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.66	379	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
бабуля	6	HARD	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-ey | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn	false	3.58	466	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
бабушка	7	EXPERT	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-oy | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn	false	4.54	70	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
багаж	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.64	459	TRUSTED_V1	TRUSTED	ALLOW
база	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.45	104	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
базар	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.68	438	TRUSTED_V1	TRUSTED	ALLOW
баланс	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.14	170	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
балет	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.86	332	TRUSTED_V1	TRUSTED	ALLOW
балка	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.18	856	TRUSTED_V1	TRUSTED	ALLOW
балкон	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.62	432	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
балл	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.70	299	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
банан	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.42	628	TRUSTED_V1	TRUSTED	ALLOW
бандит	6	HARD	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.62	433	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
банк	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.78	49	MANUAL_ALLOW	IN_POOL_REVIEW_REQUIRED	ALLOW
банка	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.71		TRUSTED_V1	TRUSTED	ALLOW
банкир	6	HARD	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.54	505	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
баня	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.66	315	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
барабан	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.57	428	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
баран	5	MEDIUM	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.40	651	TRUSTED_V1	TRUSTED	ALLOW
бардак	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.62	434	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
баржа	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,gent,Infr | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,Infr | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,ablt,V-oy,Infr | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	2.79	1306	TRUSTED_V1	TRUSTED	ALLOW
барс	4	EASY	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.77	273	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
барышня	7	EXPERT	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-ey | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn	false	3.46	498	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
барьер	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.85	281	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
бассейн	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.20	150	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
батарея	7	EXPERT	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.69	360	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
батон	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.03	1010	TRUSTED_V1	TRUSTED	ALLOW
батя	4	EASY	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,ablt,V-ey | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.26	525	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
башня	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.08	235	TRUSTED_V1	TRUSTED	ALLOW
баян	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.41	426	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
бегство	7	EXPERT	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,nomn | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,nomn	false	3.72	341	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
беда	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.31	130	MANUAL_ALLOW	IN_POOL_REVIEW_REQUIRED	ALLOW
безумие	7	EXPERT	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,ablt,V-be | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,accs,V-be | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,datv,V-be | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,loct,V-be | NOUN,inan,neut plur,nomn | NOUN,inan,neut plur,nomn,V-be | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,ablt,V-be | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,accs,V-be | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,datv,V-be | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,gent,V-be | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,loct,V-be | NOUN,inan,neut sing,loct,V-be,V-bi | NOUN,inan,neut sing,nomn | NOUN,inan,neut sing,nomn,V-be	false	3.81	295	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
белка	5	MEDIUM	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-oy | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn	false	4.10		TRUSTED_V1	TRUSTED	ALLOW
бензин	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gen2 | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.07	198	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
берег	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loc2 | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.38	123	TRUSTED_V1	TRUSTED	ALLOW
беседа	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.83	292	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
бета	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.90	233	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
бетон	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.43	609	TRUSTED_V1	TRUSTED	ALLOW
биатлон	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.59	417	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
библия	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.66	403	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
бизнес	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	5.05	13	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
билет	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.43	114	TRUSTED_V1	TRUSTED	ALLOW
битва	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.41	118	TRUSTED_V1	TRUSTED	ALLOW
блеск	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gen2 | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.87	329	TRUSTED_V1	TRUSTED	ALLOW
близнец	7	EXPERT	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.46	499	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
блог	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.99	204	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
блогер	6	HARD	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.74	339	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
блок	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.55	83	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
